id,node,batchsize,delay,tx,send,round,TPS
7,16,1000,1.18806,50000,60,0,42085.41656145313
7,16,1000,1.1507690000000002,50000,100,1,43449.20657403875
7,16,1000,2.386018,100000,70,2,41910.83218986613
7,16,1000,2.353123,100000,70,3,42496.71606626598
7,16,1000,3.5569870000000003,150000,60,4,42170.52241124299
7,16,1000,3.5117329999999995,150000,60,5,42713.95348108755
7,16,1000,4.781539,200000,60,6,41827.53711723359
12,16,1000,1.227521,50000,60,0,40732.50070670888
12,16,1000,1.1508260000000001,50000,60,1,43447.05455038381
12,16,1000,2.4249669999999997,100000,120,2,41237.67457454061
12,16,1000,2.354057,100000,70,3,42479.854990767
12,16,1000,3.5952279999999996,150000,60,4,41721.971457721185
12,16,1000,3.5122110000000006,150000,60,5,42708.14025694925
12,16,1000,4.811211999999999,200000,50,6,41569.567086214454
6,16,1000,1.508241,50000,60,0,33151.20063703347
6,16,1000,1.149997,50000,60,1,43478.3742914112
6,16,1000,2.706156,100000,60,2,36952.784687948515
6,16,1000,2.352582,100000,70,3,42506.48861548716
6,16,1000,3.87685,150000,70,4,38691.20548899235
6,16,1000,3.5108119999999996,150000,50,5,42725.15873820644
6,16,1000,5.09812,200000,60,6,39230.14758381521
1,16,1000,1.459728,50000,61,0,34252.95671522366
1,16,1000,1.1592230000000001,50000,61,1,43132.339506721306
1,16,1000,2.6504209999999997,100000,67,2,37729.85499284831
1,16,1000,2.361822,100000,70,3,42340.193291450414
1,16,1000,3.820543,150000,109,4,39261.43482745777
1,16,1000,3.519488,150000,58,5,42619.83561245272
1,16,1000,5.036853,200000,58,6,39707.333130428866
0,16,1000,1.804543,50000,60,0,27707.846252486088
0,16,1000,1.137364,50000,60,1,43961.29998839422
0,16,1000,3.003076,100000,60,2,33299.190563275784
0,16,1000,2.3402760000000002,100000,70,3,42730.00278599618
0,16,1000,4.174509,150000,70,4,35932.369531362856
0,16,1000,3.4969480000000006,150000,50,5,42894.54690204143
0,16,1000,5.392043999999999,200000,60,6,37091.68545360535
3,16,1000,1.527497,50000,60,0,32733.288510550265
3,16,1000,1.15045,50000,60,1,43461.25429179886
3,16,1000,2.726268,100000,60,2,36680.17964484783
3,16,1000,2.352271,100000,70,3,42512.10851130673
3,16,1000,3.897583,150000,70,4,38485.38953500157
3,16,1000,3.5099980000000004,150000,50,5,42735.06708550831
3,16,1000,5.114570999999999,200000,60,6,39103.963949273566
15,16,1000,1.086757,50000,60,0,46008.44531022115
15,16,1000,1.1518410000000001,50000,60,1,43408.769092261864
15,16,1000,2.285704,100000,60,2,43750.196875885944
15,16,1000,2.351946,100000,70,3,42517.982980901776
15,16,1000,3.4573970000000003,150000,70,4,43385.24039906322
15,16,1000,3.510237,150000,110,5,42732.157401337856
15,16,1000,4.67554,200000,50,6,42775.80771418916
11,16,1000,1.557415,50000,60,0,32104.48082238838
11,16,1000,1.147642,50000,60,1,43567.593378422884
11,16,1000,2.7551110000000003,100000,60,2,36296.17826650178
11,16,1000,2.349857,100000,70,3,42555.78105391094
11,16,1000,3.926633,150000,70,4,38200.66708551576
11,16,1000,3.5081040000000003,150000,50,5,42758.139439423685
11,16,1000,5.143398,200000,110,6,38884.79950414103
10,16,1000,1.130148,50000,60,0,44241.99308409164
10,16,1000,1.1509500000000001,50000,60,1,43442.37369129849
10,16,1000,2.3281029999999996,100000,60,2,42953.42602969027
10,16,1000,2.35313,100000,70,3,42496.58964868069
10,16,1000,3.5023599999999995,150000,70,4,42828.26437031031
10,16,1000,3.5084240000000007,150000,50,5,42754.239510389845
10,16,1000,4.718554999999999,200000,60,6,42385.85753477495
2,16,1000,1.809822,50000,110,0,27627.026304244286
2,16,1000,1.1494870000000001,50000,61,1,43497.664610387066
2,16,1000,3.029314,100000,67,2,33010.774056436545
2,16,1000,2.3389080000000004,100000,70,3,42754.99506607356
2,16,1000,4.191419,150000,61,4,35787.402786502615
2,16,1000,3.497159,150000,58,5,42891.958872902265
2,16,1000,5.4079619999999995,200000,58,6,36982.50838301009
13,16,1000,1.940118,50000,61,0,25771.628323638048
13,16,1000,1.1517309999999998,50000,61,1,43412.914994907675
13,16,1000,3.1373100000000003,100000,67,2,31874.440205143896
13,16,1000,2.3539759999999994,100000,70,3,42481.31671690792
13,16,1000,4.309544000000001,150000,61,4,34806.466763072836
13,16,1000,3.5179649999999993,150000,58,5,42638.286623090346
13,16,1000,5.52052,200000,58,6,36228.471230970994
14,16,1000,1.587801,50000,60,0,31490.092272268375
14,16,1000,1.150888,50000,60,1,43444.71399475884
14,16,1000,2.7870530000000002,100000,60,2,35880.19316460792
14,16,1000,2.3517199999999994,100000,70,3,42522.06895378703
14,16,1000,3.9597160000000002,150000,70,4,37881.504633160555
14,16,1000,3.509111,150000,50,5,42745.86925292474
14,16,1000,5.176027,200000,60,6,38639.67479304107
9,16,1000,1.362276,50000,61,0,36703.28186065085
9,16,1000,1.150166,50000,61,1,43471.985782921765
9,16,1000,2.559217,100000,67,2,39074.45128724919
9,16,1000,2.3525190000000005,100000,70,3,42507.62693096208
9,16,1000,3.7305159999999993,150000,61,4,40208.914798917904
9,16,1000,3.513537000000001,150000,58,5,42692.02231255853
9,16,1000,4.944660999999998,200000,58,6,40447.666685340024
8,16,1000,1.887146,50000,60,0,26495.035360274192
8,16,1000,1.1508099999999999,50000,60,1,43447.658605677745
8,16,1000,3.0850150000000003,100000,60,2,32414.753250794565
8,16,1000,2.3532199999999994,100000,130,3,42494.964346724926
8,16,1000,4.256563000000001,150000,60,4,35239.699259707886
8,16,1000,3.5111659999999993,150000,60,5,42720.85113606136
8,16,1000,5.472816,200000,50,6,36544.25802000287
4,16,1000,1.218321,50000,60,0,41040.087136313006
4,16,1000,1.1534719999999998,50000,60,1,43347.389446817964
4,16,1000,2.41357,100000,60,2,41432.40096620359
4,16,1000,2.3557819999999996,100000,70,3,42448.74950228842
4,16,1000,3.595155,150000,70,4,41722.81862673515
4,16,1000,3.511958,150000,50,5,42711.216933687705
4,16,1000,4.802628,200000,60,6,41643.86664967597
5,16,1000,1.802783,50000,60,0,27734.896546062395
5,16,1000,1.150759,50000,60,1,43449.58414403015
5,16,1000,3.000496,100000,60,2,33327.82313324197
5,16,1000,2.3532779999999995,100000,70,3,42493.91699578206
5,16,1000,4.171841000000001,150000,70,4,35955.34920913812
5,16,1000,3.516717999999999,150000,50,5,42653.405817583334
5,16,1000,5.385441,200000,60,6,37137.16295471438
7,16,2000,2.725141,100000,60,0,36695.34897460352
7,16,2000,2.110011,100000,100,1,47393.11785578369
7,16,2000,4.602694,200000,70,2,43452.812635382674
7,16,2000,4.289805000000001,200000,70,3,46622.16580940158
7,16,2000,6.82593,300000,60,4,43950.05515731923
7,16,2000,6.289284,300000,60,5,47700.18335950483
7,16,2000,9.016039,400000,60,6,44365.380407072334
12,16,2000,2.927441,100000,60,0,34159.5270408524
12,16,2000,2.1103449999999997,100000,60,1,47385.61704365874
12,16,2000,4.8048910000000005,200000,120,2,41624.25328691119
12,16,2000,4.28939,200000,70,3,46626.676520437635
12,16,2000,7.0288010000000005,300000,60,4,42681.532739367634
12,16,2000,6.28127,300000,60,5,47761.04195489129
12,16,2000,9.227194,400000,50,6,43350.12355868967
6,16,2000,2.076469,100000,60,0,48158.67706187764
6,16,2000,2.109232,100000,60,1,47410.621496355074
6,16,2000,3.955131,200000,60,2,50567.22520695269
6,16,2000,4.288015,200000,70,3,46641.62788609648
6,16,2000,6.179435,300000,70,4,48548.127781908865
6,16,2000,6.280984,300000,50,5,47763.21671890901
6,16,2000,8.378045,400000,60,6,47743.835226475865
1,16,2000,2.894939,100000,61,0,34543.04218499941
1,16,2000,2.118469,100000,61,1,47203.90055271047
1,16,2000,4.765394,200000,67,2,41969.24745362084
1,16,2000,4.296743,200000,70,3,46546.88446574533
1,16,2000,6.9898750000000005,300000,109,4,42919.22244675334
1,16,2000,6.290798999999999,300000,58,5,47688.695823853224
1,16,2000,9.184231,400000,58,6,43552.91150669011
0,16,2000,2.231538,100000,60,0,44812.143015265705
0,16,2000,2.0990860000000002,100000,60,1,47639.78226713912
0,16,2000,4.109824999999999,200000,60,2,48663.872549317806
0,16,2000,4.278576000000001,200000,70,3,46744.524346418046
0,16,2000,6.333698999999999,300000,70,4,47365.68630748004
0,16,2000,6.270703000000001,300000,50,5,47841.52590227921
0,16,2000,8.530812,400000,60,6,46888.854191136794
3,16,2000,2.158246,100000,60,0,46333.9211563464
3,16,2000,2.1092880000000003,100000,60,1,47409.362780236734
3,16,2000,4.036911,200000,60,2,49542.83113994834
3,16,2000,4.288323999999999,200000,70,3,46638.26707123809
3,16,2000,6.260689000000001,300000,70,4,47918.0486364999
3,16,2000,6.280674999999999,300000,50,5,47765.566599131475
3,16,2000,8.458209000000002,400000,60,6,47291.33555342507
15,16,2000,1.935324,100000,60,0,51670.93468587172
15,16,2000,2.1092419999999996,100000,60,1,47410.39672071769
15,16,2000,3.813825,200000,60,2,52440.79106933328
15,16,2000,4.297707000000001,200000,70,3,46536.44373615976
15,16,2000,6.028217,300000,70,4,49765.95898920029
15,16,2000,6.2919730000000005,300000,110,5,47679.797735940694
15,16,2000,8.223424,400000,50,6,48641.539096123466
11,16,2000,2.321271,100000,60,0,43079.847204397935
11,16,2000,2.108826,100000,60,1,47419.74918746259
11,16,2000,4.200046,200000,60,2,47618.52608280956
11,16,2000,4.287350999999999,200000,70,3,46648.851470290174
11,16,2000,6.424150000000001,300000,70,4,46698.785053275526
11,16,2000,6.281916999999998,300000,50,5,47756.12285230768
11,16,2000,8.620315000000002,400000,110,6,46402.0166316428
10,16,2000,2.655278,100000,60,0,37660.8400325691
10,16,2000,2.108238,100000,60,1,47432.97483490953
10,16,2000,4.540589,200000,60,2,44047.14894917818
10,16,2000,4.281906,200000,70,3,46708.17154790413
10,16,2000,6.763136,300000,70,4,44358.120256638336
10,16,2000,6.274449,300000,50,5,47812.963337497844
10,16,2000,8.960719000000001,400000,60,6,44639.27504031763
2,16,2000,2.457519,100000,109,0,40691.445315377016
2,16,2000,2.1098510000000004,100000,61,1,47396.711900508606
2,16,2000,4.336376,200000,67,2,46121.461792058624
2,16,2000,4.287932,200000,70,3,46642.53071177435
2,16,2000,6.560049000000001,300000,61,4,45731.36572607917
2,16,2000,6.2804199999999994,300000,58,5,47767.50599482201
2,16,2000,8.756939000000001,400000,58,6,45678.061706265165
13,16,2000,2.626072,100000,61,0,38079.68707636348
13,16,2000,2.1076709999999994,100000,61,1,47445.73512659235
13,16,2000,4.506640000000001,200000,67,2,44378.96082225338
13,16,2000,4.284417999999999,200000,70,3,46680.78604842012
13,16,2000,6.733896000000001,300000,61,4,44550.732592246735
13,16,2000,6.275599999999999,300000,58,5,47804.19402128881
13,16,2000,8.928974,400000,58,6,44797.98014867106
14,16,2000,2.1853,100000,60,0,45760.307509266466
14,16,2000,2.108257,100000,60,1,47432.547360212724
14,16,2000,4.064645,200000,60,2,49204.789102123315
14,16,2000,4.287401,200000,70,3,46648.3074477988
14,16,2000,6.288289,300000,70,4,47707.73099009922
14,16,2000,6.281414000000001,300000,50,5,47759.94704377071
14,16,2000,8.485143999999998,400000,60,6,47141.21528167349
9,16,2000,1.980927,100000,61,0,50481.41602391203
9,16,2000,2.1090039999999997,100000,61,1,47415.746959228156
9,16,2000,3.8591860000000002,200000,67,2,51824.40027508391
9,16,2000,4.288305,200000,70,3,46638.473709309386
9,16,2000,6.083804,300000,61,4,49311.25328823874
9,16,2000,6.281715000000001,300000,58,5,47757.658537517214
9,16,2000,8.279492999999999,400000,58,6,48312.13698713195
8,16,2000,2.422083,100000,60,0,41286.776712441315
8,16,2000,2.112727,100000,60,1,47332.19199641033
8,16,2000,4.2986699999999995,200000,60,2,46526.01851270277
8,16,2000,4.297646,200000,130,3,46537.104265916736
8,16,2000,6.515278,300000,60,4,46045.61770042659
8,16,2000,6.289882,300000,60,5,47695.64834443635
8,16,2000,8.712022,400000,50,6,45913.56633396932
4,16,2000,2.72142,100000,60,0,36745.52255807629
4,16,2000,2.109026,100000,60,1,47415.25234871452
4,16,2000,4.603008,200000,60,2,43449.84844692862
4,16,2000,4.283261,200000,70,3,46693.39552271038
4,16,2000,6.834896,300000,70,4,43892.40158153102
4,16,2000,6.2678970000000005,300000,50,5,47862.94350401737
4,16,2000,9.031883999999998,400000,60,6,44287.54842289827
5,16,2000,2.343697,100000,60,0,42667.63152404086
5,16,2000,2.108889,100000,60,1,47418.33259123643
5,16,2000,4.222351,200000,60,2,47366.976359852604
5,16,2000,4.287828000000001,200000,70,3,46643.66201256206
5,16,2000,6.447524,300000,70,4,46529.489459829856
5,16,2000,6.279060000000001,300000,50,5,47777.852098881034
5,16,2000,8.644238999999999,400000,60,6,46273.59331457634
7,16,3000,3.091386,150000,60,0,48521.9251170834
7,16,3000,3.199441,150000,110,1,46883.18990723692
7,16,3000,6.250615999999999,300000,70,2,47995.26958622959
7,16,3000,6.390179000000002,300000,70,3,46947.04170258766
7,16,3000,9.417635999999998,450000,60,4,47782.6919621867
7,16,3000,9.483635000000003,450000,60,5,47450.16019701305
7,16,3000,12.511076999999997,600000,50,6,47957.501980045374
12,16,3000,3.504305,150000,60,0,42804.49333034653
12,16,3000,3.199365,150000,60,1,46884.30360399642
12,16,3000,6.664826999999999,300000,120,2,45012.421177623975
12,16,3000,6.387074000000002,300000,70,3,46969.86444810251
12,16,3000,9.833762999999998,450000,60,4,45760.71235395851
12,16,3000,9.480690000000003,450000,60,5,47464.8997066669
12,16,3000,12.924398999999998,600000,50,6,46423.822105770654
6,16,3000,2.552687,150000,60,0,58761.6108046149
6,16,3000,3.1999210000000002,150000,60,1,46876.15725513223
6,16,3000,5.712023,300000,60,2,52520.79692256141
6,16,3000,6.388767999999999,300000,70,3,46957.41025499753
6,16,3000,8.880962,450000,70,4,50670.18640548175
6,16,3000,9.483483,450000,50,5,47450.92072184871
6,16,3000,11.973818999999999,600000,60,6,50109.32602204861
1,16,3000,3.427103,150000,61,0,43768.74578908192
1,16,3000,3.201727,150000,61,1,46849.715794007425
1,16,3000,6.585013,300000,67,2,45557.99662050781
1,16,3000,6.3915880000000005,300000,70,3,46936.692415093086
1,16,3000,9.752683,450000,113,4,46141.149056111026
1,16,3000,9.486303000000001,450000,58,5,47436.81495309605
1,16,3000,12.843480999999999,600000,58,6,46716.30689530355
0,16,3000,2.821332,150000,60,0,53166.37673269222
0,16,3000,3.184209,150000,60,1,47107.460596964585
0,16,3000,5.979824,300000,60,2,50168.700617275696
0,16,3000,6.373629,300000,70,3,47068.94612158944
0,16,3000,9.14865,450000,70,4,49187.585053532486
0,16,3000,9.467018,450000,50,5,47533.44717417882
0,16,3000,12.238501,600000,60,6,49025.61187844819
3,16,3000,2.717,150000,60,0,55207.949944792046
3,16,3000,3.2002409999999997,150000,60,1,46871.4699924162
3,16,3000,5.875926,300000,60,2,51055.78252687321
3,16,3000,6.3913329999999995,300000,70,3,46938.56508493612
3,16,3000,9.042829000000001,450000,70,4,49763.188046572584
3,16,3000,9.484513,450000,50,5,47445.767642471474
3,16,3000,12.13354,600000,60,6,49449.707175317344
15,16,3000,2.547521,150000,60,0,58880.77075713998
15,16,3000,3.199544,150000,60,1,46881.680639491125
15,16,3000,5.707507,300000,60,2,52562.35340578645
15,16,3000,6.387912,300000,70,3,46963.70269346228
15,16,3000,8.878084,450000,70,4,50686.612111351955
15,16,3000,9.484582999999999,450000,100,5,47445.41747380987
15,16,3000,11.964875000000001,600000,60,6,50146.78381512552
11,16,3000,2.794971,150000,60,0,53667.81980922163
11,16,3000,3.1994080000000005,150000,60,1,46883.673479593715
11,16,3000,5.954330000000001,300000,60,2,50383.502425965635
11,16,3000,6.388202999999999,300000,70,3,46961.563369229196
11,16,3000,9.123297,450000,70,4,49324.27388914336
11,16,3000,9.482658999999998,450000,50,5,47455.043991353064
11,16,3000,12.213098000000002,600000,110,6,49127.58417233694
10,16,3000,3.151759,150000,60,0,47592.471378680915
10,16,3000,3.2002629999999996,150000,60,1,46871.147777542035
10,16,3000,6.3127949999999995,300000,60,2,47522.53162030448
10,16,3000,6.388433000000001,300000,70,3,46959.87263230278
10,16,3000,9.482199999999999,450000,70,4,47457.341123368
10,16,3000,9.479841,450000,50,5,47469.15059018395
10,16,3000,12.573045,600000,60,6,47721.136765198884
2,16,3000,2.870014,150000,110,0,52264.5534133283
2,16,3000,3.200083,150000,61,1,46873.784211222024
2,16,3000,6.028861000000001,300000,67,2,49760.643013663765
2,16,3000,6.389339,300000,70,3,46953.213783147214
2,16,3000,9.198402,450000,61,4,48921.54093721932
2,16,3000,9.482677,450000,58,5,47454.95391227603
2,16,3000,12.289453,600000,58,6,48822.35197937614
13,16,3000,3.107621,150000,61,0,48268.43427818257
13,16,3000,3.199921,150000,61,1,46876.15725513224
13,16,3000,6.26585,300000,67,2,47878.57992131953
13,16,3000,6.3895230000000005,300000,70,3,46951.86166479094
13,16,3000,9.43454,450000,61,4,47697.07903088015
13,16,3000,9.483846000000002,450000,58,5,47449.10450886696
13,16,3000,12.528690999999997,600000,58,6,47890.0788597947
14,16,3000,2.685786,150000,60,0,55849.57252737188
14,16,3000,3.202759,150000,60,1,46834.61977626166
14,16,3000,5.836591,300000,60,2,51399.86680581181
14,16,3000,6.392011,300000,70,3,46933.58631579326
14,16,3000,9.007048,450000,70,4,49960.875083601204
14,16,3000,9.488315000000002,450000,50,5,47426.7559624654
14,16,3000,12.093509999999997,600000,60,6,49613.38767653065
9,16,3000,3.459899,150000,61,0,43353.86668801604
9,16,3000,3.2003579999999996,150000,61,1,46869.75644599761
9,16,3000,6.618257,300000,67,2,45329.155395446265
9,16,3000,6.389396,300000,70,3,46952.79491206994
9,16,3000,9.78945,450000,61,4,45967.853148031805
9,16,3000,9.482131,450000,58,5,47457.686463095684
9,16,3000,12.878565999999998,600000,58,6,46589.03794102543
8,16,3000,2.916598,150000,60,0,51429.782232587415
8,16,3000,3.199716,150000,60,1,46879.160525496634
8,16,3000,6.075417,300000,60,2,49379.32655486858
8,16,3000,6.388911,300000,130,3,46956.359229295886
8,16,3000,9.248871,450000,60,4,48654.5871382572
8,16,3000,9.483579,450000,60,5,47450.44038753723
8,16,3000,12.333881,600000,50,6,48646.48848160607
4,16,3000,3.223203,150000,60,0,46537.55906779685
4,16,3000,3.19632,150000,60,1,46928.968313560596
4,16,3000,6.382237,300000,60,2,47005.46219139151
4,16,3000,6.385389,300000,70,3,46982.259029167995
4,16,3000,9.55092,450000,70,4,47115.87993617369
4,16,3000,9.479585000000002,450000,50,5,47470.43251365961
4,16,3000,12.642317999999998,600000,60,6,47459.65099121855
5,16,3000,2.952646,150000,60,0,50801.89091411568
5,16,3000,3.2069759999999996,150000,60,1,46773.034784170515
5,16,3000,6.104528,300000,60,2,49143.848631704204
5,16,3000,6.3956479999999996,300000,70,3,46906.89668974903
5,16,3000,9.272193,450000,70,4,48532.20807634181
5,16,3000,9.492868,450000,50,5,47404.00898864285
5,16,3000,12.360127,600000,60,6,48543.19053517815
7,16,4000,4.262617,200000,60,0,46919.53323509947
7,16,4000,3.8452100000000007,200000,100,1,52012.76393226897
7,16,4000,7.957397999999999,400000,70,2,50267.68800555157
7,16,4000,7.711539000000001,400000,70,3,51870.320567658404
7,16,4000,11.783376999999998,600000,60,4,50919.18895576371
7,16,4000,11.589324000000001,600000,60,5,51771.78582633464
7,16,4000,15.627642999999999,800000,60,6,51191.34088230708
12,16,4000,4.583901,200000,60,0,43630.95974367684
12,16,4000,3.8448909999999996,200000,60,1,52017.079287813365
12,16,4000,8.279088999999999,400000,120,2,48314.494505373725
12,16,4000,7.712015000000001,400000,70,3,51867.11903438984
12,16,4000,12.103145999999999,600000,60,4,49573.88764871547
12,16,4000,11.590316000000001,600000,60,5,51767.3547468421
12,16,4000,15.947778999999997,800000,50,6,50163.72499267767
6,16,4000,3.72839,200000,60,0,53642.45693181239
6,16,4000,3.8546899999999997,200000,60,1,51884.84677107628
6,16,4000,7.412106,400000,60,2,53965.76897308269
6,16,4000,7.721373,400000,70,3,51804.25812870327
6,16,4000,11.238005999999999,600000,70,4,53390.25446329181
6,16,4000,11.600363000000002,600000,50,5,51722.51937288514
6,16,4000,15.081965999999998,800000,60,6,53043.48252741056
1,16,4000,4.373535,200000,61,0,45729.59859701591
1,16,4000,3.8587049999999987,200000,61,1,51830.86035340874
1,16,4000,8.053236000000002,400000,67,2,49669.47448205913
1,16,4000,7.733601999999998,400000,70,3,51722.34102556611
1,16,4000,11.870743000000001,600000,113,4,50544.4351714126
1,16,4000,11.612555999999998,600000,58,5,51668.21154619191
1,16,4000,15.712340000000001,800000,58,6,50915.395160746266
0,16,4000,3.919317,200000,60,0,51029.29923759676
0,16,4000,3.8298330000000003,200000,60,1,52221.59817412404
0,16,4000,7.61397,400000,60,2,52535.011301594306
0,16,4000,7.696021999999999,400000,70,3,51974.90339814518
0,16,4000,11.438874000000002,600000,70,4,52452.71518857537
0,16,4000,11.575899999999997,600000,50,5,51831.8230116017
0,16,4000,15.280675000000002,800000,60,6,52353.708196791034
3,16,4000,3.814464,200000,60,0,52432.00617439305
3,16,4000,3.8447329999999997,200000,60,1,52019.21693912165
3,16,4000,7.509357,400000,60,2,53266.877576868435
3,16,4000,7.714338,400000,70,3,51851.50041390461
3,16,4000,11.331819999999999,600000,70,4,52948.246618813224
3,16,4000,11.592698,600000,50,5,51756.71789259066
3,16,4000,15.174085,800000,60,6,52721.46557766086
15,16,4000,3.638252,200000,60,0,54971.4533242887
15,16,4000,3.8491009999999997,200000,60,1,51960.1849886506
15,16,4000,7.328636000000001,400000,60,2,54580.41578269134
15,16,4000,7.715180999999999,400000,70,3,51845.83485468455
15,16,4000,11.154069999999999,600000,70,4,53792.02389800316
15,16,4000,11.594247000000001,600000,100,5,51749.80315668624
15,16,4000,14.996325,800000,60,6,53346.40320211785
11,16,4000,3.908481,200000,60,0,51170.77452851888
11,16,4000,3.8449549999999997,200000,60,1,52016.21345373353
11,16,4000,7.602956,400000,60,2,52611.11599225354
11,16,4000,7.714916,400000,70,3,51847.61570962017
11,16,4000,11.425292000000002,600000,70,4,52515.06919910667
11,16,4000,11.594316,600000,50,5,51749.49518367449
11,16,4000,15.268061,800000,110,6,52396.96121203603
10,16,4000,4.231094,200000,60,0,47269.098724821524
10,16,4000,3.8452209999999996,200000,60,1,52012.61513967598
10,16,4000,7.925440000000001,400000,60,2,50470.383978681304
10,16,4000,7.711480999999998,400000,70,3,51870.710697465256
10,16,4000,11.750738000000002,600000,70,4,51060.62274556712
10,16,4000,11.590608999999997,600000,50,5,51766.046115437086
10,16,4000,15.593296000000002,800000,60,6,51304.09888967669
2,16,4000,4.16431,200000,110,0,48027.16416405118
2,16,4000,3.844052999999999,200000,61,1,52028.41896300599
2,16,4000,7.857687,400000,67,2,50905.56546729336
2,16,4000,7.710891,400000,70,3,51874.67959279933
2,16,4000,11.68197,600000,61,4,51361.200208526476
2,16,4000,11.590990000000001,600000,58,5,51764.34454692825
2,16,4000,15.525209999999998,800000,58,6,51529.09364833069
13,16,4000,4.136687,200000,61,0,48347.86871716424
13,16,4000,3.8445929999999997,200000,61,1,52021.11120735017
13,16,4000,7.8308599999999995,400000,67,2,51079.95801227452
13,16,4000,7.710489000000001,400000,70,3,51877.38417109472
13,16,4000,11.65754,600000,61,4,51468.83476273726
13,16,4000,11.588406,600000,58,5,51775.88703744069
13,16,4000,15.500155999999999,800000,58,6,51612.383772137524
14,16,4000,3.775905,200000,60,0,52967.43429720822
14,16,4000,3.8447200000000006,200000,60,1,52019.39282964689
14,16,4000,7.471439,400000,60,2,53537.21016794757
14,16,4000,7.710099,400000,70,3,51880.00828523732
14,16,4000,11.297585000000002,600000,70,4,53108.69535391855
14,16,4000,11.589071999999998,600000,50,5,51772.911584292524
14,16,4000,15.139523,800000,60,6,52841.82335203031
9,16,4000,4.617438,200000,61,0,43314.06290674612
9,16,4000,3.844639000000001,200000,61,1,52020.488789714705
9,16,4000,8.312308999999999,400000,67,2,48121.406458783
